Species;survey;year;mean_number_pr_haul
Leucoraja circularis;SP-PORC;2018;0.348484849
Leucoraja fullonica;EVHOE;1997;0.332152127
Leucoraja fullonica;EVHOE;1998;0.548931535
Leucoraja fullonica;EVHOE;1999;0.172302738
Leucoraja fullonica;EVHOE;2000;0.109040075
Leucoraja fullonica;EVHOE;2001;0.308372242
Leucoraja fullonica;EVHOE;2002;0.277048235
Leucoraja fullonica;EVHOE;2003;0.298297012
Leucoraja fullonica;EVHOE;2004;0.226757116
Leucoraja fullonica;EVHOE;2005;0.140441274
Leucoraja fullonica;EVHOE;2006;0.29557945
Leucoraja fullonica;EVHOE;2007;0.272379146
Leucoraja fullonica;EVHOE;2008;0.143877551
Leucoraja fullonica;EVHOE;2009;0.113095238
Leucoraja fullonica;EVHOE;2010;0.228571429
Leucoraja fullonica;EVHOE;2011;0.221137709
Leucoraja fullonica;EVHOE;2012;0.12
Leucoraja fullonica;EVHOE;2013;0.144185707
Leucoraja fullonica;EVHOE;2014;0.042396313
Leucoraja fullonica;EVHOE;2015;0.209413009
Leucoraja fullonica;EVHOE;2016;0.111531987
Leucoraja fullonica;NS-IBTS3;1991;0.034482759
Leucoraja fullonica;NS-IBTS3;1992;0.03030303
Leucoraja fullonica;NS-IBTS3;1993;0.037037037
Leucoraja fullonica;NS-IBTS3;1994;0
Leucoraja fullonica;NS-IBTS3;1995;0
Leucoraja fullonica;NS-IBTS3;1996;0
Leucoraja fullonica;NS-IBTS3;1997;0.035714286
Leucoraja fullonica;NS-IBTS3;1998;0.038461539
Leucoraja fullonica;NS-IBTS3;1999;0
Leucoraja fullonica;NS-IBTS3;2000;0
Leucoraja fullonica;NS-IBTS3;2001;0
Leucoraja fullonica;NS-IBTS3;2002;0
Leucoraja fullonica;NS-IBTS3;2003;0
Leucoraja fullonica;NS-IBTS3;2004;0
Leucoraja fullonica;NS-IBTS3;2005;0
Leucoraja fullonica;NS-IBTS3;2006;0.03030303
Leucoraja fullonica;NS-IBTS3;2007;0.148648649
Leucoraja fullonica;NS-IBTS3;2008;0.03030303
Leucoraja fullonica;NS-IBTS3;2009;0.035714286
Leucoraja fullonica;NS-IBTS3;2010;0.02631579
Leucoraja fullonica;NS-IBTS3;2011;0
Leucoraja fullonica;NS-IBTS3;2012;0.121212121
Leucoraja fullonica;NS-IBTS3;2013;0.054054054
Leucoraja fullonica;NS-IBTS3;2014;0
Leucoraja fullonica;NS-IBTS3;2015;0.025641026
Leucoraja fullonica;NS-IBTS3;2016;0.025
Leucoraja fullonica;NS-IBTS3;2017;0.076923077
Leucoraja fullonica;NS-IBTS3;2018;0.027472528
Leucoraja fullonica;ROCKALL;1999;0.032258065
Leucoraja fullonica;ROCKALL;2001;0
Leucoraja fullonica;ROCKALL;2002;0
Leucoraja fullonica;ROCKALL;2003;0.019230769
Leucoraja fullonica;ROCKALL;2005;0.0625
Leucoraja fullonica;ROCKALL;2006;0.038461539
Leucoraja fullonica;ROCKALL;2007;0
Leucoraja fullonica;ROCKALL;2008;0.066666667
Leucoraja fullonica;ROCKALL;2009;0.0625
Leucoraja fullonica;ROCKALL;2011;0.051282051
Leucoraja fullonica;ROCKALL;2012;0
Leucoraja fullonica;ROCKALL;2013;0.303157895
Leucoraja fullonica;ROCKALL;2014;0.121212121
Leucoraja fullonica;ROCKALL;2015;0.114285714
Leucoraja fullonica;ROCKALL;2016;0.214285714
Leucoraja fullonica;ROCKALL;2017;1.6
Leucoraja fullonica;ROCKALL;2018;0.229569893
Leucoraja naevus;BTS;1996;0.299490022
Leucoraja naevus;BTS;1997;2.76252588
Leucoraja naevus;BTS;1998;0.598247863
Leucoraja naevus;BTS;1999;0.844574176
Leucoraja naevus;BTS;2000;0.50340803
Leucoraja naevus;BTS;2001;0.426478988
Leucoraja naevus;BTS;2002;0.396494828
Leucoraja naevus;BTS;2003;0.489513248
Leucoraja naevus;BTS;2004;0.296669721
Leucoraja naevus;BTS;2005;0.351134678
Leucoraja naevus;BTS;2006;0.328438538
Leucoraja naevus;BTS;2007;0.390867371
Leucoraja naevus;BTS;2008;0.58074018
Leucoraja naevus;BTS;2009;0.345453567
Leucoraja naevus;BTS;2010;0.150236602
Leucoraja naevus;BTS;2011;0.214524849
Leucoraja naevus;BTS;2012;0.149722222
Leucoraja naevus;BTS;2013;0.248883274
Leucoraja naevus;BTS;2014;0.275768564
Leucoraja naevus;BTS;2015;0.238577609
Leucoraja naevus;BTS;2016;0.264913929
Leucoraja naevus;BTS;2017;0.441679687
Leucoraja naevus;BTS;2018;0.415755178
Leucoraja naevus;EVHOE;1997;1.636121482
Leucoraja naevus;EVHOE;1998;1.34881725
Leucoraja naevus;EVHOE;1999;0.997192154
Leucoraja naevus;EVHOE;2000;0.703096185
Leucoraja naevus;EVHOE;2001;1.800055904
Leucoraja naevus;EVHOE;2002;2.396478692
Leucoraja naevus;EVHOE;2003;0.946504691
Leucoraja naevus;EVHOE;2004;2.08437354
Leucoraja naevus;EVHOE;2005;1.29383467
Leucoraja naevus;EVHOE;2006;1.138566044
Leucoraja naevus;EVHOE;2007;2.029320302
Leucoraja naevus;EVHOE;2008;2.441570011
Leucoraja naevus;EVHOE;2009;1.380723179
Leucoraja naevus;EVHOE;2010;1.138267608
Leucoraja naevus;EVHOE;2011;1.729780071
Leucoraja naevus;EVHOE;2012;1.660715547
Leucoraja naevus;EVHOE;2013;2.122403478
Leucoraja naevus;EVHOE;2014;3.174573699
Leucoraja naevus;EVHOE;2015;3.024008554
Leucoraja naevus;EVHOE;2016;1.518388969
Leucoraja naevus;NIGFS;2006;0
Leucoraja naevus;NIGFS;2007;0
Leucoraja naevus;NIGFS;2008;0.153471701
Leucoraja naevus;NIGFS;2009;0.152330054
Leucoraja naevus;NIGFS;2010;0.17944563
Leucoraja naevus;NIGFS;2011;0.226045374
Leucoraja naevus;NIGFS;2012;0.27429635
Leucoraja naevus;NIGFS;2013;0.4279693
Leucoraja naevus;NIGFS;2014;0.288888889
Leucoraja naevus;NIGFS;2015;0.326955267
Leucoraja naevus;NIGFS;2016;0.350707071
Leucoraja naevus;NIGFS;2017;1.66765873
Leucoraja naevus;NS-IBTS1;1965;0
Leucoraja naevus;NS-IBTS1;1966;0
Leucoraja naevus;NS-IBTS1;1967;0
Leucoraja naevus;NS-IBTS1;1968;0.014925373
Leucoraja naevus;NS-IBTS1;1969;0.053191489
Leucoraja naevus;NS-IBTS1;1970;0.039473684
Leucoraja naevus;NS-IBTS1;1971;0.277394894
Leucoraja naevus;NS-IBTS1;1972;0.063405797
Leucoraja naevus;NS-IBTS1;1973;0.129969419
Leucoraja naevus;NS-IBTS1;1974;0.214285714
Leucoraja naevus;NS-IBTS1;1975;0.109243698
Leucoraja naevus;NS-IBTS1;1976;0.334710744
Leucoraja naevus;NS-IBTS1;1977;0.141104295
Leucoraja naevus;NS-IBTS1;1978;0.738219895
Leucoraja naevus;NS-IBTS1;1979;0.054347826
Leucoraja naevus;NS-IBTS1;1980;0.061797753
Leucoraja naevus;NS-IBTS1;1981;0.202797203
Leucoraja naevus;NS-IBTS1;1982;0.04676259
Leucoraja naevus;NS-IBTS1;1983;0.320707071
Leucoraja naevus;NS-IBTS1;1984;0.21319797
Leucoraja naevus;NS-IBTS1;1985;0.37173913
Leucoraja naevus;NS-IBTS1;1986;0.266826923
Leucoraja naevus;NS-IBTS1;1987;0.116972477
Leucoraja naevus;NS-IBTS1;1988;0.6325
Leucoraja naevus;NS-IBTS1;1989;0.463917526
Leucoraja naevus;NS-IBTS1;1990;0.5
Leucoraja naevus;NS-IBTS1;1991;0.427230047
Leucoraja naevus;NS-IBTS1;1992;0.487843174
Leucoraja naevus;NS-IBTS1;1993;0.710526316
Leucoraja naevus;NS-IBTS1;1994;0.350515464
Leucoraja naevus;NS-IBTS1;1995;0.449628406
Leucoraja naevus;NS-IBTS1;1996;0.329259259
Leucoraja naevus;NS-IBTS1;1997;0.151033386
Leucoraja naevus;NS-IBTS1;1998;0.309357722
Leucoraja naevus;NS-IBTS1;1999;0.195682211
Leucoraja naevus;NS-IBTS1;2000;0.363095238
Leucoraja naevus;NS-IBTS1;2001;0.2125
Leucoraja naevus;NS-IBTS1;2002;0.278017241
Leucoraja naevus;NS-IBTS1;2003;0.173274596
Leucoraja naevus;NS-IBTS1;2004;0.220875421
Leucoraja naevus;NS-IBTS1;2005;0.245049505
Leucoraja naevus;NS-IBTS1;2006;0.286328502
Leucoraja naevus;NS-IBTS1;2007;0.293315508
Leucoraja naevus;NS-IBTS1;2008;0.257040998
Leucoraja naevus;NS-IBTS1;2009;0.189143844
Leucoraja naevus;NS-IBTS1;2010;0.301395731
Leucoraja naevus;NS-IBTS1;2011;0.260032813
Leucoraja naevus;NS-IBTS1;2012;0.435117951
Leucoraja naevus;NS-IBTS1;2013;0.44639469
Leucoraja naevus;NS-IBTS1;2014;0.347657291
Leucoraja naevus;NS-IBTS1;2015;0.477632576
Leucoraja naevus;NS-IBTS1;2016;0.309101885
Leucoraja naevus;NS-IBTS1;2017;0.480894349
Leucoraja naevus;NS-IBTS1;2018;0.288929191
Leucoraja naevus;NS-IBTS3;1991;0.22885182
Leucoraja naevus;NS-IBTS3;1992;0.321074596
Leucoraja naevus;NS-IBTS3;1993;0.077094474
Leucoraja naevus;NS-IBTS3;1994;0.153179191
Leucoraja naevus;NS-IBTS3;1995;0.09009009
Leucoraja naevus;NS-IBTS3;1996;0.082872928
Leucoraja naevus;NS-IBTS3;1997;0.146853147
Leucoraja naevus;NS-IBTS3;1998;0.077262693
Leucoraja naevus;NS-IBTS3;1999;0.263621795
Leucoraja naevus;NS-IBTS3;2000;0.272058824
Leucoraja naevus;NS-IBTS3;2001;0.309848887
Leucoraja naevus;NS-IBTS3;2002;0.187434555
Leucoraja naevus;NS-IBTS3;2003;0.211956522
Leucoraja naevus;NS-IBTS3;2004;0.180473773
Leucoraja naevus;NS-IBTS3;2005;0.19319617
Leucoraja naevus;NS-IBTS3;2006;0.290949821
Leucoraja naevus;NS-IBTS3;2007;0.203631285
Leucoraja naevus;NS-IBTS3;2008;0.392868816
Leucoraja naevus;NS-IBTS3;2009;0.393877551
Leucoraja naevus;NS-IBTS3;2010;0.34042459
Leucoraja naevus;NS-IBTS3;2011;0.390283728
Leucoraja naevus;NS-IBTS3;2012;0.4653663
Leucoraja naevus;NS-IBTS3;2013;0.299817304
Leucoraja naevus;NS-IBTS3;2014;0.238820874
Leucoraja naevus;NS-IBTS3;2015;0.317361435
Leucoraja naevus;NS-IBTS3;2016;0.322460975
Leucoraja naevus;NS-IBTS3;2017;0.385496712
Leucoraja naevus;NS-IBTS3;2018;0.387988472
Leucoraja naevus;SP-ARSA;1996;0.0625
Leucoraja naevus;SP-ARSA;2000;0.020833333
Leucoraja naevus;SP-ARSA;2001;0.086206897
Leucoraja naevus;SP-ARSA;2002;0.12
Leucoraja naevus;SP-ARSA;2003;0.020833333
Leucoraja naevus;SP-ARSA;2004;0.114957265
Leucoraja naevus;SP-ARSA;2005;0.046838408
Leucoraja naevus;SP-ARSA;2006;0.023809524
Leucoraja naevus;SP-ARSA;2007;0.348850224
Leucoraja naevus;SP-ARSA;2008;0.31875174
Leucoraja naevus;SP-ARSA;2009;0.61243351
Leucoraja naevus;SP-ARSA;2010;0.321899467
Leucoraja naevus;SP-ARSA;2011;0.336142079
Leucoraja naevus;SP-ARSA;2012;0.890251756
Leucoraja naevus;SP-ARSA;2013;1.002565433
Leucoraja naevus;SP-ARSA;2014;0.357850393
Leucoraja naevus;SP-ARSA;2015;0.973080105
Leucoraja naevus;SP-ARSA;2016;0.845138506
Leucoraja naevus;SP-ARSA;2017;2.10605984
Leucoraja naevus;SP-ARSA;2018;1.761641537
Leucoraja naevus;SP-NORTH;1990;0.203508772
Leucoraja naevus;SP-NORTH;1991;0.024691358
Leucoraja naevus;SP-NORTH;1992;0.242118768
Leucoraja naevus;SP-NORTH;1994;0.163984674
Leucoraja naevus;SP-NORTH;1997;0.25174144
Leucoraja naevus;SP-NORTH;2001;0.631541919
Leucoraja naevus;SP-NORTH;2002;0.315476191
Leucoraja naevus;SP-NORTH;2003;0.199621212
Leucoraja naevus;SP-NORTH;2004;0.247730151
Leucoraja naevus;SP-NORTH;2005;0.403328924
Leucoraja naevus;SP-NORTH;2006;0.255399504
Leucoraja naevus;SP-NORTH;2007;0.494038508
Leucoraja naevus;SP-NORTH;2008;0.137071651
Leucoraja naevus;SP-NORTH;2009;0.306535948
Leucoraja naevus;SP-NORTH;2010;0.274420024
Leucoraja naevus;SP-NORTH;2011;0.365516379
Leucoraja naevus;SP-NORTH;2012;0.218390805
Leucoraja naevus;SP-NORTH;2013;0.60652511
Leucoraja naevus;SP-NORTH;2014;0.412996685
Leucoraja naevus;SP-NORTH;2015;0.338758423
Leucoraja naevus;SP-NORTH;2016;0.343912104
Leucoraja naevus;SP-NORTH;2017;0.531751303
Leucoraja naevus;SP-NORTH;2018;0.452404545
Leucoraja naevus;SP-PORC;2001;0.363265306
Leucoraja naevus;SP-PORC;2002;0.528395062
Leucoraja naevus;SP-PORC;2003;1.229330301
Leucoraja naevus;SP-PORC;2004;0.586977467
Leucoraja naevus;SP-PORC;2005;0.636525282
Leucoraja naevus;SP-PORC;2006;0.561998328
Leucoraja naevus;SP-PORC;2007;0.702058587
Leucoraja naevus;SP-PORC;2008;0.348942724
Leucoraja naevus;SP-PORC;2009;0.364912281
Leucoraja naevus;SP-PORC;2010;0.435631433
Leucoraja naevus;SP-PORC;2011;0.311496623
Leucoraja naevus;SP-PORC;2012;0.299786445
Leucoraja naevus;SP-PORC;2013;0.221536681
Leucoraja naevus;SP-PORC;2014;0.363829787
Leucoraja naevus;SP-PORC;2015;0.425347222
Leucoraja naevus;SP-PORC;2016;0.36122449
Leucoraja naevus;SP-PORC;2017;0.486370262
Leucoraja naevus;SP-PORC;2018;0.684782609
Leucoraja naevus;SWC-IBTS1;1985;0.555555556
Leucoraja naevus;SWC-IBTS1;1986;0.527777778
Leucoraja naevus;SWC-IBTS1;1987;0.366666667
Leucoraja naevus;SWC-IBTS1;1988;0.375
Leucoraja naevus;SWC-IBTS1;1989;0.256756757
Leucoraja naevus;SWC-IBTS1;1990;0.203252033
Leucoraja naevus;SWC-IBTS1;1991;0.247463768
Leucoraja naevus;SWC-IBTS1;1992;0.431531532
Leucoraja naevus;SWC-IBTS1;1993;0.403508772
Leucoraja naevus;SWC-IBTS1;1994;0.495016611
Leucoraja naevus;SWC-IBTS1;1995;0.415692641
Leucoraja naevus;SWC-IBTS1;1996;0.538482835
Leucoraja naevus;SWC-IBTS1;1997;0.371794872
Leucoraja naevus;SWC-IBTS1;1998;0.324324324
Leucoraja naevus;SWC-IBTS1;1999;0.446808511
Leucoraja naevus;SWC-IBTS1;2000;0.673333333
Leucoraja naevus;SWC-IBTS1;2001;0.51965812
Leucoraja naevus;SWC-IBTS1;2002;0.985227273
Leucoraja naevus;SWC-IBTS1;2003;1.199074074
Leucoraja naevus;SWC-IBTS1;2004;0.507936508
Leucoraja naevus;SWC-IBTS1;2005;0.482269504
Leucoraja naevus;SWC-IBTS1;2006;0.709876543
Leucoraja naevus;SWC-IBTS1;2007;0.701092896
Leucoraja naevus;SWC-IBTS1;2008;0.850314465
Leucoraja naevus;SWC-IBTS1;2009;0.699346405
Leucoraja naevus;SWC-IBTS1;2010;0.972121212
Leucoraja naevus;SWC-IBTS1;2011;0.687414966
Leucoraja naevus;SWC-IBTS1;2012;1.058702792
Leucoraja naevus;SWC-IBTS1;2013;0.937933818
Leucoraja naevus;SWC-IBTS1;2014;1.268484849
Leucoraja naevus;SWC-IBTS1;2015;0.807446312
Leucoraja naevus;SWC-IBTS1;2016;1.163992672
Leucoraja naevus;SWC-IBTS1;2017;0.36453202
Leucoraja naevus;SWC-IBTS1;2018;0.932
Leucoraja naevus;SWC-IBTS4;1990;0.333333333
Leucoraja naevus;SWC-IBTS4;1991;0.982758621
Leucoraja naevus;SWC-IBTS4;1992;0.74137931
Leucoraja naevus;SWC-IBTS4;1993;0.597222222
Leucoraja naevus;SWC-IBTS4;1994;1.055555556
Leucoraja naevus;SWC-IBTS4;1995;0.522222222
Leucoraja naevus;SWC-IBTS4;1996;0.457575758
Leucoraja naevus;SWC-IBTS4;1997;0.265765766
Leucoraja naevus;SWC-IBTS4;1998;0.923809524
Leucoraja naevus;SWC-IBTS4;1999;0.937373737
Leucoraja naevus;SWC-IBTS4;2000;0.720833333
Leucoraja naevus;SWC-IBTS4;2001;0.511627907
Leucoraja naevus;SWC-IBTS4;2002;1.087431694
Leucoraja naevus;SWC-IBTS4;2003;0.903030303
Leucoraja naevus;SWC-IBTS4;2004;0.783950617
Leucoraja naevus;SWC-IBTS4;2005;0.776041667
Leucoraja naevus;SWC-IBTS4;2006;1.041242938
Leucoraja naevus;SWC-IBTS4;2007;0.932967033
Leucoraja naevus;SWC-IBTS4;2008;0.931547619
Leucoraja naevus;SWC-IBTS4;2009;0.933333333
Leucoraja naevus;SWC-IBTS4;2011;1.147008547
Leucoraja naevus;SWC-IBTS4;2012;1.206089744
Leucoraja naevus;SWC-IBTS4;2014;0.8125
Leucoraja naevus;SWC-IBTS4;2015;1.257238241
Leucoraja naevus;SWC-IBTS4;2016;1.391558138
Leucoraja naevus;SWC-IBTS4;2017;1.511005291
Leucoraja naevus;SWC-IBTS4;2018;0.718588751
Lophius budegassa;BTSVIII;2011;0.038061158
Lophius budegassa;BTSVIII;2012;0.097489019
Lophius budegassa;BTSVIII;2013;0.079354839
Lophius budegassa;BTSVIII;2014;1.127379499
Lophius budegassa;BTSVIII;2015;0.71207013
Lophius budegassa;BTSVIII;2016;0.629422423
Lophius budegassa;BTSVIII;2017;0.101449275
Lophius budegassa;EVHOE;1997;0.683525357
Lophius budegassa;EVHOE;1998;0.558974103
Lophius budegassa;EVHOE;1999;0.42084629
Lophius budegassa;EVHOE;2000;0.599445641
Lophius budegassa;EVHOE;2001;1.092273703
Lophius budegassa;EVHOE;2002;1.09069535
Lophius budegassa;EVHOE;2003;0.396264904
Lophius budegassa;EVHOE;2004;1.096114155
Lophius budegassa;EVHOE;2005;0.884874503
Lophius budegassa;EVHOE;2006;1.020737598
Lophius budegassa;EVHOE;2007;1.441173014
Lophius budegassa;EVHOE;2008;1.747675928
Lophius budegassa;EVHOE;2009;0.832710689
Lophius budegassa;EVHOE;2010;0.747707203
Lophius budegassa;EVHOE;2011;1.552602017
Lophius budegassa;EVHOE;2012;1.675460908
Lophius budegassa;EVHOE;2013;3.440003065
Lophius budegassa;EVHOE;2014;1.588353357
Lophius budegassa;EVHOE;2015;1.368463732
Lophius budegassa;EVHOE;2016;0.901479441
Lophius budegassa;NS-IBTS3;1991;0.005617978
Lophius budegassa;NS-IBTS3;1992;0
Lophius budegassa;NS-IBTS3;1993;0.005494506
Lophius budegassa;NS-IBTS3;1994;0
Lophius budegassa;NS-IBTS3;1995;0
Lophius budegassa;NS-IBTS3;1996;0
Lophius budegassa;NS-IBTS3;1997;0
Lophius budegassa;NS-IBTS3;1998;0
Lophius budegassa;NS-IBTS3;1999;0
Lophius budegassa;NS-IBTS3;2000;0
Lophius budegassa;NS-IBTS3;2001;0
Lophius budegassa;NS-IBTS3;2002;0
Lophius budegassa;NS-IBTS3;2003;0
Lophius budegassa;NS-IBTS3;2004;0.018691589
Lophius budegassa;NS-IBTS3;2005;0
Lophius budegassa;NS-IBTS3;2006;0
Lophius budegassa;NS-IBTS3;2007;0.030927835
Lophius budegassa;NS-IBTS3;2008;0.033333333
Lophius budegassa;NS-IBTS3;2009;0.012195122
Lophius budegassa;NS-IBTS3;2010;0.009803922
Lophius budegassa;NS-IBTS3;2011;0.089108911
Lophius budegassa;NS-IBTS3;2012;0.010869565
Lophius budegassa;NS-IBTS3;2013;0.03125
Lophius budegassa;NS-IBTS3;2014;0.06185567
Lophius budegassa;NS-IBTS3;2015;0.03
Lophius budegassa;NS-IBTS3;2016;0.128348214
Lophius budegassa;NS-IBTS3;2017;0.117647059
Lophius budegassa;NS-IBTS3;2018;0.077669903
Lophius budegassa;PT-IBTS;2002;0
Lophius budegassa;PT-IBTS;2003;0.233333333
Lophius budegassa;PT-IBTS;2004;0.105263158
Lophius budegassa;PT-IBTS;2005;0.047619048
Lophius budegassa;PT-IBTS;2006;0
Lophius budegassa;PT-IBTS;2007;0.014285714
Lophius budegassa;PT-IBTS;2008;0.048387097
Lophius budegassa;PT-IBTS;2009;0.014492754
Lophius budegassa;PT-IBTS;2010;0.0625
Lophius budegassa;PT-IBTS;2011;0.01754386
Lophius budegassa;PT-IBTS;2013;0.016393443
Lophius budegassa;PT-IBTS;2014;0
Lophius budegassa;PT-IBTS;2015;0
Lophius budegassa;PT-IBTS;2016;0.01754386
Lophius budegassa;PT-IBTS;2017;0.065573771
Lophius budegassa;SP-ARSA;1996;0.541666667
Lophius budegassa;SP-ARSA;2000;0.115384615
Lophius budegassa;SP-ARSA;2001;0.086206897
Lophius budegassa;SP-ARSA;2002;0.2
Lophius budegassa;SP-ARSA;2003;0
Lophius budegassa;SP-ARSA;2004;0
Lophius budegassa;SP-ARSA;2005;0
Lophius budegassa;SP-ARSA;2006;0.032608696
Lophius budegassa;SP-ARSA;2007;0.190909091
Lophius budegassa;SP-ARSA;2008;0.229385307
Lophius budegassa;SP-ARSA;2009;0.213114754
Lophius budegassa;SP-ARSA;2010;0.35480226
Lophius budegassa;SP-ARSA;2011;0.363157895
Lophius budegassa;SP-ARSA;2012;0.39747241
Lophius budegassa;SP-ARSA;2013;0.530810983
Lophius budegassa;SP-ARSA;2014;0.321732955
Lophius budegassa;SP-ARSA;2015;0.546027743
Lophius budegassa;SP-ARSA;2016;0.929577465
Lophius budegassa;SP-ARSA;2017;0.540540541
Lophius budegassa;SP-ARSA;2018;0.951388889
Lophius budegassa;SP-NORTH;1990;1.085817861
Lophius budegassa;SP-NORTH;1991;0.481100083
Lophius budegassa;SP-NORTH;1992;0.607941492
Lophius budegassa;SP-NORTH;1994;0.842349415
Lophius budegassa;SP-NORTH;1997;0.832735948
Lophius budegassa;SP-NORTH;2001;0.556307435
Lophius budegassa;SP-NORTH;2002;0.271019345
Lophius budegassa;SP-NORTH;2003;0.312371839
Lophius budegassa;SP-NORTH;2004;0.391378407
Lophius budegassa;SP-NORTH;2005;1.941826789
Lophius budegassa;SP-NORTH;2006;1.078887961
Lophius budegassa;SP-NORTH;2007;0.462403073
Lophius budegassa;SP-NORTH;2008;0.276418625
Lophius budegassa;SP-NORTH;2009;0.263481756
Lophius budegassa;SP-NORTH;2010;0.429492142
Lophius budegassa;SP-NORTH;2011;0.431883608
Lophius budegassa;SP-NORTH;2012;0.560171716
Lophius budegassa;SP-NORTH;2013;0.894563117
Lophius budegassa;SP-NORTH;2014;0.618231683
Lophius budegassa;SP-NORTH;2015;0.279438109
Lophius budegassa;SP-NORTH;2016;0.383133012
Lophius budegassa;SP-NORTH;2017;0.326408752
Lophius budegassa;SP-NORTH;2018;0.270320197
Lophius budegassa;SP-PORC;2001;0.32629108
Lophius budegassa;SP-PORC;2002;0.39254386
Lophius budegassa;SP-PORC;2003;0.602571429
Lophius budegassa;SP-PORC;2004;0.348883206
Lophius budegassa;SP-PORC;2005;0.267275734
Lophius budegassa;SP-PORC;2006;0.341497868
Lophius budegassa;SP-PORC;2007;0.696922486
Lophius budegassa;SP-PORC;2008;0.512040946
Lophius budegassa;SP-PORC;2009;0.502498294
Lophius budegassa;SP-PORC;2010;0.285083624
Lophius budegassa;SP-PORC;2011;0.289789265
Lophius budegassa;SP-PORC;2012;0.392618176
Lophius budegassa;SP-PORC;2013;0.558996314
Lophius budegassa;SP-PORC;2014;0.922557568
Lophius budegassa;SP-PORC;2015;0.634768428
Lophius budegassa;SP-PORC;2016;0.55300207
Lophius budegassa;SP-PORC;2017;0.582191781
Lophius budegassa;SP-PORC;2018;0.642361111
Lophius budegassa;SWC-IBTS1;1985;0.177083333
Lophius budegassa;SWC-IBTS1;1986;0.155172414
Lophius budegassa;SWC-IBTS1;1987;0.073529412
Lophius budegassa;SWC-IBTS1;1988;0.9
Lophius budegassa;SWC-IBTS1;1989;0.060606061
Lophius budegassa;SWC-IBTS1;1990;0.071428571
Lophius budegassa;SWC-IBTS1;1991;0.0375
Lophius budegassa;SWC-IBTS1;1992;0.116666667
Lophius budegassa;SWC-IBTS1;1993;0.060606061
Lophius budegassa;SWC-IBTS1;1994;0.039473684
Lophius budegassa;SWC-IBTS1;1995;0.08974359
Lophius budegassa;SWC-IBTS1;1996;0.088235294
Lophius budegassa;SWC-IBTS1;1997;0.136363636
Lophius budegassa;SWC-IBTS1;1998;0.045454546
Lophius budegassa;SWC-IBTS1;1999;0.102564103
Lophius budegassa;SWC-IBTS1;2000;0.238095238
Lophius budegassa;SWC-IBTS1;2001;0.363636364
Lophius budegassa;SWC-IBTS1;2002;0.393939394
Lophius budegassa;SWC-IBTS1;2003;0.425
Lophius budegassa;SWC-IBTS1;2004;0.264705882
Lophius budegassa;SWC-IBTS1;2005;0.078947368
Lophius budegassa;SWC-IBTS1;2006;0.302325581
Lophius budegassa;SWC-IBTS1;2007;0.019607843
Lophius budegassa;SWC-IBTS1;2008;0.069767442
Lophius budegassa;SWC-IBTS1;2009;0.1
Lophius budegassa;SWC-IBTS1;2010;0.217391304
Lophius budegassa;SWC-IBTS1;2011;0.153846154
Lophius budegassa;SWC-IBTS1;2012;0.183673469
Lophius budegassa;SWC-IBTS1;2013;0.24
Lophius budegassa;SWC-IBTS1;2014;0.261904762
Lophius budegassa;SWC-IBTS1;2015;0.698170732
Lophius budegassa;SWC-IBTS1;2016;0.761165577
Lophius budegassa;SWC-IBTS1;2017;0.423076923
Lophius budegassa;SWC-IBTS1;2018;0.465116279
Lophius budegassa;SWC-IBTS4;1990;0.333333333
Lophius budegassa;SWC-IBTS4;1991;0.614285714
Lophius budegassa;SWC-IBTS4;1992;0.366666667
Lophius budegassa;SWC-IBTS4;1993;0.483870968
Lophius budegassa;SWC-IBTS4;1994;0.586956522
Lophius budegassa;SWC-IBTS4;1995;0.560606061
Lophius budegassa;SWC-IBTS4;1996;0.457142857
Lophius budegassa;SWC-IBTS4;1997;0.107142857
Lophius budegassa;SWC-IBTS4;1998;0.111111111
Lophius budegassa;SWC-IBTS4;1999;0.321428571
Lophius budegassa;SWC-IBTS4;2000;0.388888889
Lophius budegassa;SWC-IBTS4;2001;0.028571429
Lophius budegassa;SWC-IBTS4;2002;0.219512195
Lophius budegassa;SWC-IBTS4;2003;0.292682927
Lophius budegassa;SWC-IBTS4;2004;0.333333333
Lophius budegassa;SWC-IBTS4;2005;0.195652174
Lophius budegassa;SWC-IBTS4;2006;0.363636364
Lophius budegassa;SWC-IBTS4;2007;0.14
Lophius budegassa;SWC-IBTS4;2008;0.372093023
Lophius budegassa;SWC-IBTS4;2009;0.145833333
Lophius budegassa;SWC-IBTS4;2011;0.25
Lophius budegassa;SWC-IBTS4;2012;0.677419355
Lophius budegassa;SWC-IBTS4;2014;1.214285714
Lophius budegassa;SWC-IBTS4;2015;0.407327586
Lophius budegassa;SWC-IBTS4;2016;2.780241936
Lophius budegassa;SWC-IBTS4;2017;0.984848485
Lophius budegassa;SWC-IBTS4;2018;0.658708189
Lophius piscatorius;BTS;1996;0.617212077
Lophius piscatorius;BTS;1997;1.736160383
Lophius piscatorius;BTS;1998;0.412222705
Lophius piscatorius;BTS;1999;0.701643335
Lophius piscatorius;BTS;2000;0.496
Lophius piscatorius;BTS;2001;0.414448669
Lophius piscatorius;BTS;2002;0.798348256
Lophius piscatorius;BTS;2003;0.853261957
Lophius piscatorius;BTS;2004;0.493173008
Lophius piscatorius;BTS;2005;0.718967033
Lophius piscatorius;BTS;2006;0.534260269
